 route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
DH,4124,DH606-4124,Pyrmont Bay,,1,4124-1038,DH606,1
DH,4124,DH607-4124,Watsons Bay,,0,4124-1037,DH607,1
DH,4124,DH608-4124,Pyrmont Bay,,1,4124-1035,DH608,1
DH,4124,DH609-4124,Watsons Bay,,0,4124-1036,DH609,1
DH,4124,DH610-4124,Pyrmont Bay,,1,4124-1037,DH610,1
DH,4124,DH611-4124,Watsons Bay,,0,4124-1038,DH611,1
DH,4124,DH612-4124,Pyrmont Bay,,1,4124-1036,DH612,1
DH,4124,DH613-4124,Watsons Bay,,0,4124-2025,DH613,1
DH,4124,DH614-4124,Pyrmont Bay,,1,4124-1038,DH614,1
DH,4124,DH615-4124,Watsons Bay,,0,4124-1035,DH615,1
DH,4124,DH616-4124,Pyrmont Bay,,1,4124-2025,DH616,1
DH,4124,DH617-4124,Circular Quay,,0,4124-1013,DH617,1
DH,4124,DH618-4124,Pyrmont Bay,,1,4124-1009,DH618,1
DH,4124,DH619-4124,Watsons Bay,,0,4124-1037,DH619,1
DH,4124,DH620-4124,Pyrmont Bay,,1,4124-1035,DH620,1
DH,4124,DH621-4124,Circular Quay,,0,4124-1005,DH621,1
DH,4124,DH622-4124,Pyrmont Bay,,1,4124-1005,DH622,1
DH,4124,DH623-4124,Watsons Bay,,0,4124-1036,DH623,1
DH,4124,DH624-4124,Pyrmont Bay,,1,4124-1037,DH624,1
DH,4124,DH625-4124,Circular Quay,,0,4124-1009,DH625,1
DH,4124,DH626-4124,Pyrmont Bay,,1,4124-1009,DH626,1
DH,4124,DH627-4124,Watsons Bay,,0,4124-1038,DH627,1
DH,4124,DH628-4124,Pyrmont Bay,,1,4124-1036,DH628,1
DH,4124,DH629-4124,Circular Quay,,0,4124-1005,DH629,1
DH,4124,DH630-4124,Pyrmont Bay,,1,4124-1005,DH630,1
DH,4124,DH631-4124,Watsons Bay,,0,4124-2025,DH631,1
DH,4124,DH632-4124,Pyrmont Bay,,1,4124-1038,DH632,1
DH,4124,DH633-4124,Circular Quay,,0,4124-1009,DH633,1
DH,4124,DH634-4124,Pyrmont Bay,,1,4124-1009,DH634,1
DH,4124,DH635-4124,Watsons Bay,,0,4124-1035,DH635,1
DH,4124,DH636-4124,Pyrmont Bay,,1,4124-2025,DH636,1
DH,4124,DH637-4124,Circular Quay,,0,4124-1005,DH637,1
DH,4124,DH638-4124,Pyrmont Bay,,1,4124-1013,DH638,1
DH,4124,DH639-4124,Watsons Bay,,0,4124-1037,DH639,1
DH,4124,DH640-4124,Pyrmont Bay,,1,4124-1035,DH640,1
DH,4124,DH641-4124,Circular Quay,,0,4124-1009,DH641,1
DH,4124,DH642-4124,Pyrmont Bay,,1,4124-1010,DH642,1
DH,4124,DH643-4124,Watsons Bay,,0,4124-1036,DH643,1
DH,4124,DH644-4124,Pyrmont Bay,,1,4124-1037,DH644,1
DH,4124,DH645-4124,Circular Quay,,0,4124-1013,DH645,1
DH,4124,DH646-4124,Pyrmont Bay,,1,4124-1008,DH646,1
DH,4124,DH647-4124,Watsons Bay,,0,4124-1038,DH647,1
DH,4124,DH648-4124,Pyrmont Bay,,1,4124-1036,DH648,1
DH,4124,DH649-4124,Circular Quay,,0,4124-1010,DH649,1
DH,4124,DH650-4124,Pyrmont Bay,,1,4124-1009,DH650,1
DH,4124,DH651-4124,Watsons Bay,,0,4124-2025,DH651,1
DH,4124,DH652-4124,Pyrmont Bay,,1,4124-1038,DH652,1
DH,4124,DH653-4124,Circular Quay,,0,4124-1008,DH653,1
DH,4124,DH654-4124,Pyrmont Bay,,1,4124-1008,DH654,1
DH,4124,DH655-4124,Watsons Bay,,0,4124-1035,DH655,1
DH,4124,DH656-4124,Pyrmont Bay,,1,4124-2025,DH656,1
DH,4124,DH657-4124,Circular Quay,,0,4124-1009,DH657,1
DH,4124,DH658-4124,Pyrmont Bay,,1,4124-1009,DH658,1
DH,4124,DH659-4124,Watsons Bay,,0,4124-1037,DH659,1
DH,4124,DH660-4124,Pyrmont Bay,,1,4124-1035,DH660,1
DH,4124,DH661-4124,Circular Quay,,0,4124-1008,DH661,1
DH,4124,DH662-4124,Pyrmont Bay,,1,4124-1008,DH662,1
DH,4124,DH663-4124,Watsons Bay,,0,4124-1036,DH663,1
DH,4124,DH664-4124,Pyrmont Bay,,1,4124-1037,DH664,1
DH,4124,DH665-4124,Circular Quay,,0,4124-1009,DH665,1
DH,4124,DH666-4124,Pyrmont Bay,,1,4124-1013,DH666,1
DH,4124,DH667-4124,Watsons Bay,,0,4124-1038,DH667,1
DH,4124,DH668-4124,Pyrmont Bay,,1,4124-1036,DH668,1
DH,4124,DH669-4124,Circular Quay,,0,4124-1008,DH669,1
DH,4124,DH670-4124,Pyrmont Bay,,1,4124-1038,DH670,1
DH,4124,DH671-4124,Watsons Bay,,0,4124-2025,DH671,1
DH,4124,DH672-4124,Pyrmont Bay,,1,4124-2025,DH672,1
DH,4124,DH673-4124,Circular Quay,,0,4124-1013,DH673,1
DH,4124,DH674-4124,Pyrmont Bay,,1,4124-1035,DH674,1
DH,4124,DH675-4124,Watsons Bay,,0,4124-1035,DH675,1
DH,4124,DH676-4124,Pyrmont Bay,,1,4124-1037,DH676,1
DH,4124,DH677-4124,Watsons Bay,,0,4124-1037,DH677,1
DH,4124,DH678-4124,Pyrmont Bay,,1,4124-1036,DH678,1
DH,4124,DH679-4124,Watsons Bay,,0,4124-1036,DH679,1
DH,4124,DH680-4124,Barangaroo,,1,4124-2034,DH680,1
DH,4124,DH681-4124,Circular Quay,,0,4124-2025,DH681,1
DH,4124,DH682-4124,Pyrmont Bay,,1,4124-1038,DH682,1
DH,4124,DH683-4124,Watsons Bay,,0,4124-1038,DH683,1
DH,4124,DH684-4124,Pyrmont Bay,,1,4124-1035,DH684,1
DH,4124,DH685-4124,Circular Quay,,0,4124-2034,DH685,1
DH,4124,DH686-4124,Barangaroo,,1,4124-1038,DH686,1
DH,4124,DH687-4124,Circular Quay,,0,4124-1035,DH687,1
DH,4124,DH689-4124,Circular Quay,,0,4124-1035,DH689,1
DH,4124,DH691-4124,Circular Quay,,0,4124-1035,DH691,1
DH,4688,DH801-4688,Rose Bay,,0,4688-1036,DH801,1
DH,4688,DH802-4688,Pyrmont Bay,,1,4688-1037,DH802,1
DH,4688,DH803-4688,Watsons Bay,,0,4688-1038,DH803,1
DH,4688,DH804-4688,Pyrmont Bay,,1,4688-1036,DH804,1
DH,4688,DH805-4688,Watsons Bay,,0,4688-1035,DH805,1
DH,4688,DH806-4688,Pyrmont Bay,,1,4688-1038,DH806,1
DH,4688,DH807-4688,Watsons Bay,,0,4688-1037,DH807,1
DH,4688,DH808-4688,Pyrmont Bay,,1,4688-1035,DH808,1
DH,4688,DH809-4688,Watsons Bay,,0,4688-1036,DH809,1
DH,4688,DH810-4688,Pyrmont Bay,,1,4688-1037,DH810,1
DH,4688,DH811-4688,Watsons Bay,,0,4688-1038,DH811,1
DH,4688,DH812-4688,Pyrmont Bay,,1,4688-1036,DH812,1
DH,4688,DH813-4688,Watsons Bay,,0,4688-2021,DH813,1
DH,4688,DH814-4688,Pyrmont Bay,,1,4688-1038,DH814,1
DH,4688,DH815-4688,Watsons Bay,,0,4688-1035,DH815,1
DH,4688,DH816-4688,Pyrmont Bay,,1,4688-2021,DH816,1
DH,4688,DH817-4688,Circular Quay,,0,4688-1013,DH817,1
DH,4688,DH818-4688,Pyrmont Bay,,1,4688-1009,DH818,1
DH,4688,DH819-4688,Watsons Bay,,0,4688-1037,DH819,1
DH,4688,DH820-4688,Pyrmont Bay,,1,4688-1035,DH820,1
DH,4688,DH821-4688,Circular Quay,,0,4688-1005,DH821,1
DH,4688,DH822-4688,Pyrmont Bay,,1,4688-1005,DH822,1
DH,4688,DH823-4688,Watsons Bay,,0,4688-1036,DH823,1
DH,4688,DH824-4688,Pyrmont Bay,,1,4688-1037,DH824,1
DH,4688,DH825-4688,Circular Quay,,0,4688-1009,DH825,1
DH,4688,DH826-4688,Pyrmont Bay,,1,4688-1009,DH826,1
DH,4688,DH827-4688,Watsons Bay,,0,4688-1038,DH827,1
DH,4688,DH828-4688,Pyrmont Bay,,1,4688-1036,DH828,1
DH,4688,DH829-4688,Circular Quay,,0,4688-1005,DH829,1
DH,4688,DH830-4688,Pyrmont Bay,,1,4688-1005,DH830,1
DH,4688,DH831-4688,Watsons Bay,,0,4688-2021,DH831,1
DH,4688,DH832-4688,Pyrmont Bay,,1,4688-1038,DH832,1
DH,4688,DH833-4688,Circular Quay,,0,4688-1009,DH833,1
DH,4688,DH834-4688,Pyrmont Bay,,1,4688-1009,DH834,1
DH,4688,DH835-4688,Watsons Bay,,0,4688-1035,DH835,1
DH,4688,DH836-4688,Pyrmont Bay,,1,4688-2021,DH836,1
DH,4688,DH837-4688,Circular Quay,,0,4688-1005,DH837,1
DH,4688,DH838-4688,Pyrmont Bay,,1,4688-1013,DH838,1
DH,4688,DH839-4688,Watsons Bay,,0,4688-1037,DH839,1
DH,4688,DH840-4688,Pyrmont Bay,,1,4688-1035,DH840,1
DH,4688,DH841-4688,Circular Quay,,0,4688-1009,DH841,1
DH,4688,DH842-4688,Pyrmont Bay,,1,4688-1010,DH842,1
DH,4688,DH843-4688,Watsons Bay,,0,4688-1036,DH843,1
DH,4688,DH844-4688,Pyrmont Bay,,1,4688-1037,DH844,1
DH,4688,DH845-4688,Circular Quay,,0,4688-1013,DH845,1
DH,4688,DH846-4688,Pyrmont Bay,,1,4688-1008,DH846,1
DH,4688,DH847-4688,Watsons Bay,,0,4688-1038,DH847,1
DH,4688,DH848-4688,Pyrmont Bay,,1,4688-1036,DH848,1
DH,4688,DH849-4688,Circular Quay,,0,4688-1010,DH849,1
DH,4688,DH850-4688,Pyrmont Bay,,1,4688-1009,DH850,1
DH,4688,DH851-4688,Watsons Bay,,0,4688-2021,DH851,1
DH,4688,DH852-4688,Pyrmont Bay,,1,4688-1038,DH852,1
DH,4688,DH853-4688,Circular Quay,,0,4688-1008,DH853,1
DH,4688,DH854-4688,Pyrmont Bay,,1,4688-1008,DH854,1
DH,4688,DH855-4688,Watsons Bay,,0,4688-1035,DH855,1
DH,4688,DH856-4688,Pyrmont Bay,,1,4688-2021,DH856,1
DH,4688,DH857-4688,Circular Quay,,0,4688-1009,DH857,1
DH,4688,DH858-4688,Pyrmont Bay,,1,4688-1009,DH858,1
DH,4688,DH859-4688,Watsons Bay,,0,4688-1037,DH859,1
DH,4688,DH860-4688,Pyrmont Bay,,1,4688-1035,DH860,1
DH,4688,DH861-4688,Circular Quay,,0,4688-1008,DH861,1
DH,4688,DH862-4688,Pyrmont Bay,,1,4688-1008,DH862,1
DH,4688,DH863-4688,Watsons Bay,,0,4688-1036,DH863,1
DH,4688,DH864-4688,Pyrmont Bay,,1,4688-1037,DH864,1
DH,4688,DH865-4688,Circular Quay,,0,4688-1009,DH865,1
DH,4688,DH866-4688,Pyrmont Bay,,1,4688-1013,DH866,1
DH,4688,DH867-4688,Watsons Bay,,0,4688-1038,DH867,1
DH,4688,DH868-4688,Pyrmont Bay,,1,4688-1036,DH868,1
DH,4688,DH869-4688,Circular Quay,,0,4688-1008,DH869,1
DH,4688,DH870-4688,Pyrmont Bay,,1,4688-1038,DH870,1
DH,4688,DH871-4688,Watsons Bay,,0,4688-2021,DH871,1
DH,4688,DH872-4688,Pyrmont Bay,,1,4688-2021,DH872,1
DH,4688,DH873-4688,Circular Quay,,0,4688-1013,DH873,1
DH,4688,DH874-4688,Pyrmont Bay,,1,4688-1035,DH874,1
DH,4688,DH875-4688,Watsons Bay,,0,4688-1035,DH875,1
DH,4688,DH876-4688,Pyrmont Bay,,1,4688-1037,DH876,1
DH,4688,DH877-4688,Watsons Bay,,0,4688-1037,DH877,1
DH,4688,DH878-4688,Pyrmont Bay,,1,4688-1036,DH878,1
DH,4688,DH879-4688,Watsons Bay,,0,4688-1036,DH879,1
DH,4688,DH880-4688,Barangaroo,,1,4688-2038,DH880,1
DH,4688,DH881-4688,Circular Quay,,0,4688-1038,DH881,1
DH,4688,DH882-4688,Pyrmont Bay,,1,4688-1035,DH882,1
DH,4688,DH883-4688,Watsons Bay,,0,4688-1035,DH883,1
DH,4688,DH884-4688,Pyrmont Bay,,1,4688-1038,DH884,1
DH,4688,DH885-4688,Circular Quay,,0,4688-2038,DH885,1
DH,4688,DH886-4688,Barangaroo,,1,4688-1035,DH886,1
DH,4688,DH887-4688,Circular Quay,,0,4688-1038,DH887,1
DH,4688,DH889-4688,Circular Quay,,0,4688-1035,DH889,1
DH,4688,DH891-4688,Circular Quay,,0,4688-1038,DH891,1
ES,4144,ES101-4144,Double Bay,,0,4144-2034,ES101,1
ES,4146,ES101-4146,Double Bay,,0,4146-2034,ES101,1
ES,4144,ES102-4144,Circular Quay,,1,4144-2034,ES102,1
ES,4146,ES102-4146,Circular Quay,,1,4146-2034,ES102,1
ES,4144,ES103-4144,Double Bay,,0,4144-1010,ES103,1
ES,4146,ES103-4146,Double Bay,,0,4146-1010,ES103,1
ES,4144,ES104-4144,Circular Quay,,1,4144-1010,ES104,1
ES,4146,ES104-4146,Circular Quay,,1,4146-1010,ES104,1
ES,4144,ES105-4144,Double Bay,,0,4144-1013,ES105,1
ES,4146,ES105-4146,Double Bay,,0,4146-1013,ES105,1
ES,4144,ES106-4144,Circular Quay,,1,4144-1013,ES106,1
ES,4146,ES106-4146,Circular Quay,,1,4146-1013,ES106,1
ES,4144,ES107-4144,Double Bay,,0,4144-1011,ES107,1
ES,4146,ES107-4146,Double Bay,,0,4146-1011,ES107,1
ES,4144,ES108-4144,Circular Quay,,1,4144-1011,ES108,1
ES,4146,ES108-4146,Circular Quay,,1,4146-1011,ES108,1
ES,4144,ES109-4144,Double Bay,,0,4144-1008,ES109,1
ES,4146,ES109-4146,Double Bay,,0,4146-1008,ES109,1
ES,4144,ES110-4144,Circular Quay,,1,4144-1008,ES110,1
ES,4146,ES110-4146,Circular Quay,,1,4146-1008,ES110,1
ES,4144,ES111-4144,Double Bay,,0,4144-1007,ES111,1
ES,4146,ES111-4146,Double Bay,,0,4146-1007,ES111,1
ES,4144,ES112-4144,Circular Quay,,1,4144-1007,ES112,1
ES,4146,ES112-4146,Circular Quay,,1,4146-1007,ES112,1
ES,4144,ES113-4144,Double Bay,,0,4144-1008,ES113,1
ES,4146,ES113-4146,Double Bay,,0,4146-1008,ES113,1
ES,4144,ES114-4144,Circular Quay,,1,4144-1008,ES114,1
ES,4146,ES114-4146,Circular Quay,,1,4146-1008,ES114,1
ES,4144,ES115-4144,Double Bay,,0,4144-1007,ES115,1
ES,4146,ES115-4146,Double Bay,,0,4146-1007,ES115,1
ES,4144,ES116-4144,Circular Quay,,1,4144-1007,ES116,1
ES,4146,ES116-4146,Circular Quay,,1,4146-1007,ES116,1
ES,4144,ES117-4144,Double Bay,,0,4144-1010,ES117,1
ES,4146,ES117-4146,Double Bay,,0,4146-1010,ES117,1
ES,4144,ES118-4144,Circular Quay,,1,4144-1010,ES118,1
ES,4146,ES118-4146,Circular Quay,,1,4146-1010,ES118,1
ES,4144,ES119-4144,Double Bay,,0,4144-1005,ES119,1
ES,4146,ES119-4146,Double Bay,,0,4146-1005,ES119,1
ES,4144,ES120-4144,Circular Quay,,1,4144-1005,ES120,1
ES,4146,ES120-4146,Circular Quay,,1,4146-1005,ES120,1
ES,4144,ES121-4144,Double Bay,,0,4144-1009,ES121,1
ES,4146,ES121-4146,Double Bay,,0,4146-1009,ES121,1
ES,4144,ES122-4144,Circular Quay,,1,4144-1009,ES122,1
ES,4146,ES122-4146,Circular Quay,,1,4146-1009,ES122,1
ES,4144,ES123-4144,Double Bay,,0,4144-1013,ES123,1
ES,4146,ES123-4146,Double Bay,,0,4146-1013,ES123,1
ES,4144,ES124-4144,Circular Quay,,1,4144-1013,ES124,1
ES,4146,ES124-4146,Circular Quay,,1,4146-1013,ES124,1
ES,4144,ES125-4144,Double Bay,,0,4144-1009,ES125,1
ES,4146,ES125-4146,Double Bay,,0,4146-1009,ES125,1
ES,4144,ES126-4144,Circular Quay,,1,4144-1009,ES126,1
ES,4146,ES126-4146,Circular Quay,,1,4146-1009,ES126,1
ES,4144,ES127-4144,Double Bay,,0,4144-1010,ES127,1
ES,4146,ES127-4146,Double Bay,,0,4146-1010,ES127,1
ES,4144,ES128-4144,Circular Quay,,1,4144-1010,ES128,1
ES,4146,ES128-4146,Circular Quay,,1,4146-1010,ES128,1
ES,4144,ES129-4144,Double Bay,,0,4144-1005,ES129,1
ES,4146,ES129-4146,Double Bay,,0,4146-1005,ES129,1
ES,4144,ES130-4144,Circular Quay,,1,4144-1005,ES130,1
ES,4146,ES130-4146,Circular Quay,,1,4146-1005,ES130,1
ES,4144,ES131-4144,Double Bay,,0,4144-1008,ES131,1
ES,4146,ES131-4146,Double Bay,,0,4146-1008,ES131,1
ES,4144,ES132-4144,Circular Quay,,1,4144-1008,ES132,1
ES,4146,ES132-4146,Circular Quay,,1,4146-1008,ES132,1
ES,4144,ES133-4144,Double Bay,,0,4144-1006,ES133,1
ES,4146,ES133-4146,Double Bay,,0,4146-1006,ES133,1
ES,4144,ES134-4144,Circular Quay,,1,4144-1006,ES134,1
ES,4146,ES134-4146,Circular Quay,,1,4146-1006,ES134,1
ES,4144,ES135-4144,Double Bay,,0,4144-1011,ES135,1
ES,4146,ES135-4146,Double Bay,,0,4146-1011,ES135,1
ES,4144,ES136-4144,Circular Quay,,1,4144-1011,ES136,1
ES,4146,ES136-4146,Circular Quay,,1,4146-1011,ES136,1
ES,4144,ES137-4144,Double Bay,,0,4144-1008,ES137,1
ES,4146,ES137-4146,Double Bay,,0,4146-1008,ES137,1
ES,4144,ES138-4144,Circular Quay,,1,4144-1008,ES138,1
ES,4146,ES138-4146,Circular Quay,,1,4146-1008,ES138,1
ES,4144,ES139-4144,Double Bay,,0,4144-2038,ES139,1
ES,4146,ES139-4146,Double Bay,,0,4146-2038,ES139,1
ES,4144,ES140-4144,Circular Quay,,1,4144-2038,ES140,1
ES,4146,ES140-4146,Circular Quay,,1,4146-2038,ES140,1
ES,4146,ES141-4146,Double Bay,,0,4146-1011,ES141,1
ES,4146,ES142-4146,Circular Quay,,1,4146-1011,ES142,1
ES,4146,ES143-4146,Double Bay,,0,4146-1011,ES143,1
ES,4146,ES144-4146,Circular Quay,,1,4146-1011,ES144,1
ES,4050,ES401-4050,Double Bay,,0,4050-1008,ES401,1
ES,4050,ES402-4050,Circular Quay,,1,4050-1008,ES402,1
ES,4050,ES403-4050,Double Bay,,0,4050-1013,ES403,1
ES,4050,ES404-4050,Circular Quay,,1,4050-1013,ES404,1
ES,4050,ES405-4050,Double Bay,,0,4050-1007,ES405,1
ES,4050,ES406-4050,Circular Quay,,1,4050-1007,ES406,1
ES,4050,ES407-4050,Double Bay,,0,4050-2038,ES407,1
ES,4050,ES408-4050,Circular Quay,,1,4050-2038,ES408,1
ES,4050,ES409-4050,Double Bay,,0,4050-1008,ES409,1
ES,4050,ES410-4050,Circular Quay,,1,4050-1008,ES410,1
ES,4050,ES411-4050,Double Bay,,0,4050-1007,ES411,1
ES,4050,ES412-4050,Circular Quay,,1,4050-1007,ES412,1
ES,4050,ES413-4050,Double Bay,,0,4050-1005,ES413,1
ES,4050,ES414-4050,Circular Quay,,1,4050-1005,ES414,1
ES,4050,ES415-4050,Double Bay,,0,4050-1008,ES415,1
ES,4050,ES416-4050,Circular Quay,,1,4050-1008,ES416,1
ES,4050,ES417-4050,Double Bay,,0,4050-1009,ES417,1
ES,4050,ES418-4050,Circular Quay,,1,4050-1009,ES418,1
ES,4050,ES419-4050,Double Bay,,0,4050-1008,ES419,1
ES,4050,ES420-4050,Circular Quay,,1,4050-1008,ES420,1
ES,4050,ES421-4050,Double Bay,,0,4050-1005,ES421,1
ES,4050,ES422-4050,Circular Quay,,1,4050-1005,ES422,1
ES,4050,ES423-4050,Double Bay,,0,4050-1008,ES423,1
ES,4050,ES424-4050,Circular Quay,,1,4050-1008,ES424,1
ES,4050,ES425-4050,Double Bay,,0,4050-1005,ES425,1
ES,4050,ES426-4050,Circular Quay,,1,4050-1005,ES426,1
ES,4050,ES427-4050,Double Bay,,0,4050-1009,ES427,1
ES,4050,ES428-4050,Circular Quay,,1,4050-1009,ES428,1
ES,4050,ES429-4050,Double Bay,,0,4050-1007,ES429,1
ES,4050,ES430-4050,Circular Quay,,1,4050-1007,ES430,1
ES,4052,ES601-4052,Double Bay,,0,4052-1006,ES601,1
ES,4052,ES602-4052,Circular Quay,,1,4052-1006,ES602,1
ES,4052,ES603-4052,Double Bay,,0,4052-1007,ES603,1
ES,4052,ES604-4052,Circular Quay,,1,4052-1007,ES604,1
ES,4052,ES605-4052,Double Bay,,0,4052-1010,ES605,1
ES,4052,ES606-4052,Circular Quay,,1,4052-1010,ES606,1
ES,4052,ES607-4052,Double Bay,,0,4052-1013,ES607,1
ES,4052,ES608-4052,Circular Quay,,1,4052-1013,ES608,1
ES,4052,ES609-4052,Double Bay,,0,4052-1006,ES609,1
ES,4052,ES610-4052,Circular Quay,,1,4052-1006,ES610,1
ES,4052,ES611-4052,Double Bay,,0,4052-1007,ES611,1
ES,4052,ES612-4052,Circular Quay,,1,4052-1007,ES612,1
ES,4052,ES613-4052,Double Bay,,0,4052-1013,ES613,1
ES,4052,ES614-4052,Circular Quay,,1,4052-1013,ES614,1
ES,4052,ES615-4052,Double Bay,,0,4052-1007,ES615,1
ES,4052,ES616-4052,Circular Quay,,1,4052-1007,ES616,1
ES,4052,ES617-4052,Double Bay,,0,4052-1005,ES617,1
ES,4052,ES618-4052,Circular Quay,,1,4052-1005,ES618,1
ES,4052,ES619-4052,Double Bay,,0,4052-1007,ES619,1
ES,4052,ES620-4052,Circular Quay,,1,4052-1007,ES620,1
ES,4052,ES621-4052,Double Bay,,0,4052-1009,ES621,1
ES,4052,ES622-4052,Circular Quay,,1,4052-1009,ES622,1
ES,4052,ES623-4052,Double Bay,,0,4052-1011,ES623,1
ES,4052,ES624-4052,Circular Quay,,1,4052-1011,ES624,1
ES,4052,ES625-4052,Double Bay,,0,4052-1009,ES625,1
ES,4052,ES626-4052,Circular Quay,,1,4052-1009,ES626,1
ES,4694,ES801-4694,Double Bay,,0,4694-1006,ES801,1
ES,4694,ES802-4694,Circular Quay,,1,4694-1006,ES802,1
ES,4694,ES803-4694,Double Bay,,0,4694-1007,ES803,1
ES,4694,ES804-4694,Circular Quay,,1,4694-1007,ES804,1
ES,4694,ES805-4694,Double Bay,,0,4694-1010,ES805,1
ES,4694,ES806-4694,Circular Quay,,1,4694-1010,ES806,1
ES,4694,ES807-4694,Double Bay,,0,4694-1013,ES807,1
ES,4694,ES808-4694,Circular Quay,,1,4694-1013,ES808,1
ES,4694,ES809-4694,Double Bay,,0,4694-1006,ES809,1
ES,4694,ES810-4694,Circular Quay,,1,4694-1006,ES810,1
ES,4694,ES811-4694,Double Bay,,0,4694-1007,ES811,1
ES,4694,ES812-4694,Circular Quay,,1,4694-1007,ES812,1
ES,4694,ES813-4694,Double Bay,,0,4694-1013,ES813,1
ES,4694,ES814-4694,Circular Quay,,1,4694-1013,ES814,1
ES,4694,ES815-4694,Double Bay,,0,4694-1007,ES815,1
ES,4694,ES816-4694,Circular Quay,,1,4694-1007,ES816,1
ES,4694,ES817-4694,Double Bay,,0,4694-1005,ES817,1
ES,4694,ES818-4694,Circular Quay,,1,4694-1005,ES818,1
ES,4694,ES819-4694,Double Bay,,0,4694-1007,ES819,1
ES,4694,ES820-4694,Circular Quay,,1,4694-1007,ES820,1
ES,4694,ES821-4694,Double Bay,,0,4694-1009,ES821,1
ES,4694,ES822-4694,Circular Quay,,1,4694-1009,ES822,1
ES,4694,ES823-4694,Double Bay,,0,4694-1011,ES823,1
ES,4694,ES824-4694,Circular Quay,,1,4694-1011,ES824,1
ES,4694,ES825-4694,Double Bay,,0,4694-1009,ES825,1
ES,4694,ES826-4694,Circular Quay,,1,4694-1009,ES826,1
ML,3848,ML101-3848,Manly,,0,3848-1002,ML101,1
ML,3870,ML101-3870,Manly,,0,3870-1002,ML101,1
ML,3848,ML102-3848,Circular Quay,,1,3848-1002,ML102,1
ML,3870,ML102-3870,Circular Quay,,1,3870-1002,ML102,1
ML,3848,ML103-3848,Manly,,0,3848-1004,ML103,1
ML,3870,ML103-3870,Manly,,0,3870-1004,ML103,1
ML,3848,ML104-3848,Circular Quay,,1,3848-1001,ML104,1
ML,3870,ML104-3870,Circular Quay,,1,3870-1001,ML104,1
ML,3848,ML105-3848,Manly,,0,3848-1002,ML105,1
ML,3870,ML105-3870,Manly,,0,3870-1002,ML105,1
ML,3848,ML106-3848,Circular Quay,,1,3848-1004,ML106,1
ML,3870,ML106-3870,Circular Quay,,1,3870-1004,ML106,1
ML,3848,ML107-3848,Manly,,0,3848-1001,ML107,1
ML,3870,ML107-3870,Manly,,0,3870-1001,ML107,1
ML,3848,ML108-3848,Circular Quay,,1,3848-1002,ML108,1
ML,3870,ML108-3870,Circular Quay,,1,3870-1002,ML108,1
ML,3848,ML109-3848,Manly,,0,3848-1004,ML109,1
ML,3870,ML109-3870,Manly,,0,3870-1004,ML109,1
ML,3848,ML110-3848,Circular Quay,,1,3848-1001,ML110,1
ML,3870,ML110-3870,Circular Quay,,1,3870-1001,ML110,1
ML,3848,ML111-3848,Manly,,0,3848-1002,ML111,1
ML,3870,ML111-3870,Manly,,0,3870-1002,ML111,1
ML,3848,ML112-3848,Circular Quay,,1,3848-1004,ML112,1
ML,3870,ML112-3870,Circular Quay,,1,3870-1004,ML112,1
ML,3848,ML113-3848,Manly,,0,3848-1001,ML113,1
ML,3870,ML113-3870,Manly,,0,3870-1001,ML113,1
ML,3848,ML114-3848,Circular Quay,,1,3848-1002,ML114,1
ML,3870,ML114-3870,Circular Quay,,1,3870-1002,ML114,1
ML,3848,ML115-3848,Manly,,0,3848-1004,ML115,1
ML,3870,ML115-3870,Manly,,0,3870-1004,ML115,1
ML,3848,ML116-3848,Circular Quay,,1,3848-1001,ML116,1
ML,3870,ML116-3870,Circular Quay,,1,3870-1001,ML116,1
ML,3848,ML117-3848,Manly,,0,3848-1002,ML117,1
ML,3870,ML117-3870,Manly,,0,3870-1002,ML117,1
ML,3848,ML118-3848,Circular Quay,,1,3848-1004,ML118,1
ML,3870,ML118-3870,Circular Quay,,1,3870-1004,ML118,1
ML,3848,ML119-3848,Manly,,0,3848-1001,ML119,1
ML,3870,ML119-3870,Manly,,0,3870-1001,ML119,1
ML,3848,ML120-3848,Circular Quay,,1,3848-1002,ML120,1
ML,3870,ML120-3870,Circular Quay,,1,3870-1002,ML120,1
ML,3848,ML121-3848,Manly,,0,3848-1004,ML121,1
ML,3870,ML121-3870,Manly,,0,3870-1004,ML121,1
ML,3848,ML122-3848,Circular Quay,,1,3848-1001,ML122,1
ML,3870,ML122-3870,Circular Quay,,1,3870-1001,ML122,1
ML,3848,ML123-3848,Manly,,0,3848-1002,ML123,1
ML,3870,ML123-3870,Manly,,0,3870-1002,ML123,1
ML,3848,ML124-3848,Circular Quay,,1,3848-1004,ML124,1
ML,3870,ML124-3870,Circular Quay,,1,3870-1004,ML124,1
ML,3848,ML125-3848,Manly,,0,3848-1001,ML125,1
ML,3870,ML125-3870,Manly,,0,3870-1001,ML125,1
ML,3848,ML126-3848,Circular Quay,,1,3848-1002,ML126,1
ML,3870,ML126-3870,Circular Quay,,1,3870-1002,ML126,1
ML,3848,ML127-3848,Manly,,0,3848-1004,ML127,1
ML,3870,ML127-3870,Manly,,0,3870-1004,ML127,1
ML,3848,ML128-3848,Circular Quay,,1,3848-1001,ML128,1
ML,3870,ML128-3870,Circular Quay,,1,3870-1001,ML128,1
